TITLE="mean" 
Variables="X","Y","Z","VX","VY","VZ"
ZONE T="0", I=289, J=214, SOLUTIONTIME=0
42.4951 17.8883 35.0 268.985871872 -8.80794904344 10.7778057898
42.8286 17.8883 35.0 268.997484484 -8.71104470571 10.6854500192
43.162 17.8883 35.0 269.038007007 -8.70907206621 10.5904383994
43.4954 17.8883 35.0 268.954756757 -8.63024481634 10.5557154121
43.8288 17.8883 35.0 268.86638038 -8.95843942851 10.5257246372
44.1622 17.8883 35.0 268.889762763 -9.0584770372 10.6362773898
44.4956 17.8883 35.0 268.945438438 -8.9601741949 10.7105102097
44.829 17.8883 35.0 269.08148048 -8.91880990861 10.5753834456
45.1624 17.8883 35.0 269.064029029 -8.99941517485 10.4650864107
45.4959 17.8883 35.0 268.989533534 -9.01346123974 10.5070414559
45.8293 17.8883 35.0 268.932803804 -8.77085792828 10.450478653
46.1627 17.8883 35.0 268.851052052 -8.60399016416 10.5201421944
46.4961 17.8883 35.0 268.980666667 -8.84989048108 10.6097249149
46.8295 17.8883 35.0 268.984708709 -8.7788160973 10.6489729446
47.1629 17.8883 35.0 268.93997998 -8.69535807377 10.6841045844
47.4963 17.8883 35.0 268.905858859 -8.5781885249 10.6966398587
47.8298 17.8883 35.0 268.929944945 -8.60802079432 10.523853977
48.1632 17.8883 35.0 269.017462462 -8.57337620951 10.4834082486
48.4966 17.8883 35.0 269.179953954 -8.53575033074 10.5086591498
-47.5266 18.5863 35.0 272.020057057 -18.3946918769 12.8288076603
-47.1932 18.5863 35.0 272.089890891 -18.468484129 12.6469173854
-46.8598 18.5863 35.0 272.192527528 -18.4070888234 12.5172671522
-46.5263 18.5863 35.0 272.015872873 -18.4080034904 12.4604166617
-46.1929 18.5863 35.0 271.997059059 -18.3209678094 12.6119514464
-45.8595 18.5863 35.0 271.800925926 -18.2293181403 12.6152993585
-45.5261 18.5863 35.0 271.904967968 -18.0721064071 12.5487291682
-45.1927 18.5863 35.0 271.786018018 -17.9108370993 12.5249908008
-44.8593 18.5863 35.0 271.709586587 -17.8811696026 12.576512736
-44.5259 18.5863 35.0 271.606428428 -17.8998800252 12.6419307047
-44.1924 18.5863 35.0 271.599968969 -17.8782937161 12.7446821431
-43.859 18.5863 35.0 271.320292292 -17.926756708 12.7360982048
-43.5256 18.5863 35.0 271.277221221 -17.6378740152 12.6819247598
-43.1922 18.5863 35.0 271.235895896 -17.3965421962 12.6431936044
-42.8588 18.5863 35.0 271.123926927 -17.1782021942 12.6548273086
-42.5254 18.5863 35.0 270.975570571 -17.2491201554 12.6137806176
-42.192 18.5863 35.0 271.047716717 -17.1694443687 12.6192880357
-41.8586 18.5863 35.0 270.93658959 -17.1265573371 12.6016894582
-41.5251 18.5863 35.0 270.848671672 -17.0363742502 12.5802252803
-41.1917 18.5863 35.0 270.757282282 -16.8807584057 12.4662027828
-40.8583 18.5863 35.0 270.750253253 -16.7364083751 12.4709150669
-40.5249 18.5863 35.0 270.632167167 -16.6572605077 12.5175288452
-40.1915 18.5863 35.0 270.612414414 -16.6272935906 12.5235153363
-39.8581 18.5863 35.0 270.662208208 -16.5397173158 12.5801354568
-39.5247 18.5863 35.0 270.590768769 -16.5400596527 12.633545429
-39.1912 18.5863 35.0 270.52688989 -16.5623383033 12.6094417246
-38.8578 18.5863 35.0 270.400591592 -16.4158775535 12.5834600489
-38.5244 18.5863 35.0 270.357563564 -16.327645023 12.5558660964
-38.191 18.5863 35.0 270.309575576 -16.373772989 12.5298269068
-37.8576 18.5863 35.0 270.273737738 -16.3289898348 12.5366784068
-37.5242 18.5863 35.0 270.139432432 -16.0714985036 12.6870823597
-37.1908 18.5863 35.0 270.223272272 -16.0511233642 12.6844906827
-36.8573 18.5863 35.0 270.208384384 -15.7797738349 12.5890626507
-36.5239 18.5863 35.0 270.204564565 -15.5863405486 12.457053648
-36.1905 18.5863 35.0 270.149980981 -15.5444228463 12.3976131831
-35.8571 18.5863 35.0 270.17946046 -15.3043706276 12.412048635
-35.5237 18.5863 35.0 270.044137137 -15.4488131418 12.5857804181
-35.1903 18.5863 35.0 270.039883884 -15.4094317253 12.6837684368
-34.8569 18.5863 35.0 269.98441041 -15.3558497752 12.6520031141
-34.5234 18.5863 35.0 269.946343343 -15.2334494395 12.5765262592
-34.19 18.5863 35.0 269.839422422 -15.1761800761 12.6003764705
-33.8566 18.5863 35.0 269.902388388 -15.1308135776 12.6286103836
-33.5232 18.5863 35.0 269.773686687 -15.0299596506 12.5681834066
-33.1898 18.5863 35.0 269.808443443 -14.9855406997 12.4339305565
-32.8564 18.5863 35.0 269.735429429 -14.9658473556 12.3701138722
-32.523 18.5863 35.0 269.711234234 -14.8012208484 12.4248825204
-32.1896 18.5863 35.0 269.760274274 -14.5744485345 12.4597830263
-31.8561 18.5863 35.0 269.769657658 -14.4505156166 12.495026651
-31.5227 18.5863 35.0 269.694535536 -14.2868844542 12.4454639812
-31.1893 18.5863 35.0 269.60460961 -14.2226620531 12.4501213884
-30.8559 18.5863 35.0 269.560485485 -14.3542304554 12.4760269908
-30.5225 18.5863 35.0 269.647604605 -14.3585759139 12.3692039475
-30.1891 18.5863 35.0 269.681814815 -14.2773452853 12.3462937187
-29.8557 18.5863 35.0 269.570029029 -14.1881161512 12.4166220601
-29.5222 18.5863 35.0 269.531015015 -14.0992162597 12.4649036453
-29.1888 18.5863 35.0 269.542082082 -13.9937863254 12.345245818
-28.8554 18.5863 35.0 269.623848849 -14.08653403 12.2871812893
-28.522 18.5863 35.0 269.564561562 -14.0330056436 12.28049203
-28.1886 18.5863 35.0 269.571836837 -13.7873678859 12.2895521011
-27.8552 18.5863 35.0 269.575483483 -13.8731799276 12.3151161121
-27.5218 18.5863 35.0 269.553696697 -13.8675436074 12.2471971885
-27.1883 18.5863 35.0 269.524155155 -13.6924587402 12.1859959941
-26.8549 18.5863 35.0 269.669359359 -13.6389943261 12.1069685845
-26.5215 18.5863 35.0 269.584584585 -13.5912227226 12.1421677349
-26.1881 18.5863 35.0 269.499662663 -13.5833684363 12.3045371511
-25.8547 18.5863 35.0 269.388391391 -13.4736869307 12.2433167368
-25.5213 18.5863 35.0 269.557264264 -13.4564806898 12.2137384525
-25.1879 18.5863 35.0 269.531557558 -13.5750001051 12.1985031314
-24.8544 18.5863 35.0 269.549047047 -13.3656385706 12.1733368999
-24.521 18.5863 35.0 269.463451451 -13.3322501713 12.1178463283
-24.1876 18.5863 35.0 269.437046046 -13.3420546492 12.1522991849
-23.8542 18.5863 35.0 269.362016016 -13.3174530735 12.179793741
-23.5208 18.5863 35.0 269.424611612 -13.1696867556 12.1446597392
-23.1874 18.5863 35.0 269.297553554 -13.0316907258 12.1722237988
-22.854 18.5863 35.0 269.427547548 -13.0221057528 12.1104081712
-22.5206 18.5863 35.0 269.332740741 -12.9428754334 12.126110648
-22.1871 18.5863 35.0 269.254039039 -13.1280962603 12.0334272077
-21.8537 18.5863 35.0 269.236126126 -13.1667785196 11.9476512423
-21.5203 18.5863 35.0 269.286735736 -13.1457676987 12.0510744265
-21.1869 18.5863 35.0 269.390067067 -12.8113416025 12.0784433319
-20.8535 18.5863 35.0 269.412081081 -12.699800425 12.0207020973
-20.5201 18.5863 35.0 269.356253253 -12.6488200168 11.9932682276
-20.1867 18.5863 35.0 269.369221221 -12.6819716416 11.919777568
-19.8532 18.5863 35.0 269.299236236 -12.4705884653 11.9172703026
-19.5198 18.5863 35.0 269.350682683 -12.486640383 11.975129364
-19.1864 18.5863 35.0 269.379356356 -12.5721057903 12.071450375
-18.853 18.5863 35.0 269.3825996 -12.4614968194 12.1680257905
-18.5196 18.5863 35.0 269.328856857 -12.4055669046 12.0705370882
-18.1862 18.5863 35.0 269.278920921 -12.2883322037 11.9227262753
-17.8528 18.5863 35.0 269.204465465 -12.1576005475 11.9400630274
-17.5193 18.5863 35.0 269.129304304 -12.185359501 11.9909186036
-17.1859 18.5863 35.0 269.167854855 -12.2377533955 11.9114500981
-16.8525 18.5863 35.0 269.260496496 -12.3543405731 11.8261513814
-16.5191 18.5863 35.0 269.204368368 -12.256996462 11.820882078
-16.1857 18.5863 35.0 269.169925926 -12.2906192815 11.8203348368
-15.8523 18.5863 35.0 269.32061962 -12.2040917311 11.9126436729
-15.5189 18.5863 35.0 269.390224224 -12.0533829314 11.9027208615
-15.1854 18.5863 35.0 269.224622623 -11.9862349895 11.835848378
-14.852 18.5863 35.0 269.251091091 -11.9658965353 11.8392076767
-14.5186 18.5863 35.0 269.266928929 -11.9716295719 11.8515646126
-14.1852 18.5863 35.0 269.337676677 -12.0104383898 11.8626237621
-13.8518 18.5863 35.0 269.265068068 -11.8614204675 11.9368070863
-13.5184 18.5863 35.0 269.337166166 -11.6628684713 11.860369392
-13.185 18.5863 35.0 269.242135135 -11.6923116653 11.8417315423
-12.8516 18.5863 35.0 269.096827828 -11.7122527077 11.7577955757
-12.5181 18.5863 35.0 269.083568569 -11.6640682774 11.746814049
-12.1847 18.5863 35.0 269.17703003 -11.7751629201 11.9303171305
-11.8513 18.5863 35.0 269.226364364 -11.7899177372 11.9492903854
-11.5179 18.5863 35.0 269.217187187 -11.6750882384 11.8160079666
-11.1845 18.5863 35.0 269.188735736 -11.6227662905 11.7636716523
-10.8511 18.5863 35.0 269.141750751 -11.6802538507 11.7299591646
-10.5177 18.5863 35.0 269.285315315 -11.6204189408 11.7853588472
-10.1842 18.5863 35.0 269.281972973 -11.5432318303 11.7082957849
-9.85083 18.5863 35.0 269.330316316 -11.3977334279 11.830284801
-9.51741 18.5863 35.0 269.288655656 -11.3375081866 11.7647972543
-9.184 18.5863 35.0 269.187504505 -11.2773659419 11.6909612313
-8.85059 18.5863 35.0 269.082402402 -11.1869021943 11.7465852918
-8.51717 18.5863 35.0 269.181439439 -11.1161866962 11.7394166593
-8.18376 18.5863 35.0 269.153984985 -11.2121728038 11.7848311908
-7.85034 18.5863 35.0 269.12854955 -11.2946631901 11.6767997017
-7.51693 18.5863 35.0 269.05798999 -11.3206053916 11.6026980734
-7.18352 18.5863 35.0 268.944298298 -11.2896267306 11.6640396667
-6.8501 18.5863 35.0 268.916727728 -11.0936612477 11.566858926
-6.51669 18.5863 35.0 268.954307307 -11.1149875427 11.4510285901
-6.18328 18.5863 35.0 269.072247247 -11.0729750387 11.4610264671
-5.84986 18.5863 35.0 269.174073073 -11.0947208705 11.5899976232
-5.51645 18.5863 35.0 269.276431431 -11.286506032 11.6833137059
-5.18303 18.5863 35.0 269.272394394 -11.3356201932 11.7652978298
-4.84962 18.5863 35.0 269.254656657 -11.3599276825 11.6612919599
-4.51621 18.5863 35.0 269.178016016 -11.1572802023 11.6992860231
-4.18279 18.5863 35.0 269.227758759 -10.9657169195 11.7039434071
-3.84938 18.5863 35.0 269.121454454 -10.6568206981 11.560646011
-3.51597 18.5863 35.0 269.179238238 -10.6032937114 11.4091400298
-3.18255 18.5863 35.0 269.16852953 -10.5359862466 11.4769003306
-2.84914 18.5863 35.0 269.046876877 -10.7435732406 11.5511929064
-2.51572 18.5863 35.0 269.031101101 -10.8553700106 11.5797060752
-2.18231 18.5863 35.0 269.008364364 -10.8122065685 11.5516130429
-1.8489 18.5863 35.0 268.923278278 -10.8703396738 11.5783311431
-1.51548 18.5863 35.0 268.950671672 -10.8268319351 11.5255251234
-1.18207 18.5863 35.0 269.04358959 -10.7727635319 11.4639384645
-0.848655 18.5863 35.0 269.143801802 -10.7031900671 11.5025993378
-0.515241 18.5863 35.0 269.094548549 -10.8356606579 11.555025534
-0.181828 18.5863 35.0 269.296770771 -10.7181886134 11.5129333739
0.151586 18.5863 35.0 269.221980981 -10.7004087481 11.5080557028
0.485 18.5863 35.0 269.201592593 -10.5970392974 11.3926834144
0.818414 18.5863 35.0 269.192585586 -10.4324360855 11.4014721116
1.15183 18.5863 35.0 269.114935936 -10.5779320334 11.508308635
1.48524 18.5863 35.0 269.090212212 -10.7694986264 11.5130229019
1.81866 18.5863 35.0 269.121780781 -10.8386651477 11.3892738426
2.15207 18.5863 35.0 269.133697698 -10.5157872262 11.3128023325
2.48548 18.5863 35.0 269.125776777 -10.3924682199 11.3236388158
2.8189 18.5863 35.0 269.214564565 -10.4805449047 11.2116609191
3.15231 18.5863 35.0 269.170422422 -10.3357015187 11.2518837593
3.48572 18.5863 35.0 269.03441041 -10.3746096947 11.4027198942
3.81914 18.5863 35.0 269.080500501 -10.4068496575 11.4557984146
4.15255 18.5863 35.0 269.186415415 -10.4850869134 11.4211577808
4.48597 18.5863 35.0 269.10458959 -10.4324426511 11.4214719056
4.81938 18.5863 35.0 269.164085085 -10.3661938972 11.4028447809
5.15279 18.5863 35.0 269.164067067 -10.3496393995 11.308611985
5.48621 18.5863 35.0 269.107507508 -10.1148683396 11.2516164966
5.81962 18.5863 35.0 269.07577978 -10.2784777686 11.1971897402
6.15303 18.5863 35.0 269.031756757 -10.4698315942 11.2701627617
6.48645 18.5863 35.0 269.213794795 -10.3670669458 11.2864631946
6.81986 18.5863 35.0 269.165876877 -10.2540103368 11.2514197741
7.15328 18.5863 35.0 269.03074975 -10.2970975915 11.1688378312
7.48669 18.5863 35.0 269.050613614 -10.1242858679 11.1636053938
7.8201 18.5863 35.0 269.122212212 -9.98462487207 11.1200388163
8.15352 18.5863 35.0 269.066786787 -10.0547625956 11.2235091955
8.48693 18.5863 35.0 269.117897898 -10.2038735346 11.3297367067
8.82034 18.5863 35.0 269.112673674 -10.3017106637 11.3743316602
9.15376 18.5863 35.0 268.931393393 -10.3522709099 11.261373133
9.48717 18.5863 35.0 268.910910911 -10.2262930532 11.2156603693
9.82059 18.5863 35.0 268.87955956 -10.1715250843 11.1600567778
10.154 18.5863 35.0 269.00064965 -10.0535460924 11.1565318311
10.4874 18.5863 35.0 269.045802803 -9.97668612518 11.15315363
10.8208 18.5863 35.0 269.079131131 -9.95192872275 11.2321682906
11.1542 18.5863 35.0 269.094551552 -10.0336675271 11.3108592317
11.4877 18.5863 35.0 269.170618619 -10.1277820041 11.2522225415
11.8211 18.5863 35.0 269.114851852 -10.0666823036 11.0799425485
12.1545 18.5863 35.0 269.006632633 -9.90228860074 11.0494895329
12.4879 18.5863 35.0 269.13402002 -9.65213086947 11.0718529206
12.8213 18.5863 35.0 269.202566567 -9.72050354379 11.1093354313
13.1547 18.5863 35.0 269.213473473 -9.66406632302 11.1466764662
13.4881 18.5863 35.0 269.162532533 -9.76767477798 11.1486263304
13.8216 18.5863 35.0 269.183199199 -9.65330301787 11.1798990944
14.155 18.5863 35.0 269.256748749 -9.5511176021 11.1924241936
14.4884 18.5863 35.0 269.116311311 -9.70478221862 11.2135592014
14.8218 18.5863 35.0 269.049545546 -9.62944305035 11.2203776146
15.1552 18.5863 35.0 269.073254254 -9.69081113183 11.0880984537
15.4886 18.5863 35.0 269.145302302 -9.78628686972 11.0113996658
15.822 18.5863 35.0 269.127526527 -9.74218981391 10.9814083865
16.1554 18.5863 35.0 269.152692693 -9.71705086625 11.0252004515
16.4889 18.5863 35.0 269.125259259 -9.62961895345 10.9880616903
16.8223 18.5863 35.0 269.153503504 -9.60110307147 11.0189223887
17.1557 18.5863 35.0 269.104291291 -9.64529100074 11.0299619279
17.4891 18.5863 35.0 269.16225025 -9.56115831401 10.9606000133
17.8225 18.5863 35.0 269.098978979 -9.5484679952 11.0609786927
18.1559 18.5863 35.0 269.177653654 -9.48464853296 11.0497046917
18.4893 18.5863 35.0 269.268902903 -9.58960591792 11.1267486885
18.8228 18.5863 35.0 269.198898899 -9.6794624985 11.0633587516
19.1562 18.5863 35.0 269.121514515 -9.5444791005 10.9867454724
19.4896 18.5863 35.0 269.196325325 -9.42916111444 10.9781838
19.823 18.5863 35.0 269.131695696 -9.38373094084 10.9269556405
20.1564 18.5863 35.0 269.101571572 -9.42198135816 11.033361368
20.4898 18.5863 35.0 269.020870871 -9.39840036807 11.0419323603
20.8232 18.5863 35.0 269.07151952 -9.4775516993 10.9406859345
21.1567 18.5863 35.0 269.172994995 -9.63286622432 10.8085077127
21.4901 18.5863 35.0 269.244261261 -9.57585966293 10.8473008929
21.8235 18.5863 35.0 269.24990991 -9.41447980821 10.7853856848
22.1569 18.5863 35.0 269.17250951 -9.45306198937 10.8609909391
22.4903 18.5863 35.0 269.195162162 -9.58516325386 10.920937944
22.8237 18.5863 35.0 269.090028028 -9.70888137087 10.988581216
23.1571 18.5863 35.0 268.938405405 -9.51666487568 11.007854443
23.4906 18.5863 35.0 269.009722723 -9.62878638949 10.9900199485
23.824 18.5863 35.0 269.105931932 -9.42740093984 10.9568110241
24.1574 18.5863 35.0 269.082207207 -9.39878576517 10.8519023271
24.4908 18.5863 35.0 269.084493493 -9.28571694374 10.9695450908
24.8242 18.5863 35.0 269.046957958 -9.26843086747 11.0106981742
25.1576 18.5863 35.0 269.124973974 -9.41589548088 10.9307471133
25.491 18.5863 35.0 269.105258258 -9.31465178467 10.8941489742
25.8244 18.5863 35.0 269.019209209 -9.31733061001 10.913252666
26.1579 18.5863 35.0 268.928412412 -9.35489682247 10.8718481807
26.4913 18.5863 35.0 268.917516517 -9.51662698368 10.7752080696
26.8247 18.5863 35.0 269.108079079 -9.33441564535 10.7418947884
27.1581 18.5863 35.0 269.132880881 -9.31408734975 10.7824861651
27.4915 18.5863 35.0 269.058349349 -9.46422074735 10.921458542
27.8249 18.5863 35.0 268.992081081 -9.25349726196 10.9408480933
28.1583 18.5863 35.0 268.945663664 -8.97134725586 10.83911691
28.4918 18.5863 35.0 268.923802803 -8.84274333724 10.8012551319
28.8252 18.5863 35.0 268.999733734 -9.16233385516 10.7914709322
29.1586 18.5863 35.0 268.921876877 -9.33423589299 10.9862597384
29.492 18.5863 35.0 268.939956957 -9.09746350581 10.9882319238
29.8254 18.5863 35.0 269.012541542 -9.08245047102 11.015489718
30.1588 18.5863 35.0 268.888843844 -9.03989063594 11.0022605381
30.4922 18.5863 35.0 268.902937938 -8.98106707868 10.948289381
30.8257 18.5863 35.0 269.012341341 -9.16474911666 10.7551349501
31.1591 18.5863 35.0 269.005285285 -9.13251130312 10.7524263292
31.4925 18.5863 35.0 269.001961962 -9.19125693143 10.7970469076
31.8259 18.5863 35.0 269.001127127 -9.2860906993 10.820617957
32.1593 18.5863 35.0 269.061115115 -9.04076234174 10.7926560015
32.4927 18.5863 35.0 269.096631632 -8.87188477297 10.8214216038
32.8261 18.5863 35.0 269.015920921 -8.9749495891 10.7724356977
33.1596 18.5863 35.0 268.932439439 -8.80703107127 10.7721641193
33.493 18.5863 35.0 269.037976977 -8.9516314038 10.7479200182
33.8264 18.5863 35.0 269.044013013 -9.15513294094 10.7737415411
34.1598 18.5863 35.0 269.035452452 -9.12968594833 10.7734306132
34.4932 18.5863 35.0 268.964963964 -9.02714066466 10.7593116777
34.8266 18.5863 35.0 268.951836837 -8.87232242162 10.7568252293
35.16 18.5863 35.0 269.043378378 -8.86612741942 10.7661000931
35.4934 18.5863 35.0 269.087371371 -8.62552675686 10.7685325611
35.8269 18.5863 35.0 269.107179179 -8.51821842215 10.7890488233
36.1603 18.5863 35.0 269.214871872 -8.89851574425 10.8673963066
36.4937 18.5863 35.0 269.123518519 -9.02683534525 10.8863609826
36.8271 18.5863 35.0 268.963436436 -8.98837924705 10.8495567828
37.1605 18.5863 35.0 269.009940941 -8.85171381872 10.8212853472
37.4939 18.5863 35.0 269.157071071 -8.81967541431 10.6829473431
37.8273 18.5863 35.0 269.074326326 -8.7676043031 10.6462759271
38.1608 18.5863 35.0 268.941994995 -8.83396805055 10.7594588119
38.4942 18.5863 35.0 269.022791792 -8.91945608675 10.7343265911
38.8276 18.5863 35.0 268.938984985 -9.02932584515 10.6998464578
39.161 18.5863 35.0 268.946964965 -9.06666443554 10.6382574832
39.4944 18.5863 35.0 269.011692693 -9.02251124885 10.6034284575
39.8278 18.5863 35.0 268.93525025 -8.91072986577 10.6690825113
40.1612 18.5863 35.0 269.021083083 -8.68161755736 10.6495586081
40.4947 18.5863 35.0 269.074226226 -8.74360361774 10.6617132433
40.8281 18.5863 35.0 269.110806807 -8.84691463423 10.6827001239
41.1615 18.5863 35.0 269.159632633 -8.9089024138 10.6627331677
41.4949 18.5863 35.0 269.076712713 -9.03486935468 10.6672684175
41.8283 18.5863 35.0 269.058237237 -8.92326339501 10.6452705332
42.1617 18.5863 35.0 269.072764765 -8.66407796668 10.6200318986
42.4951 18.5863 35.0 269.061816817 -8.47296046476 10.6088045078
42.8286 18.5863 35.0 269.084607608 -8.64407750637 10.5334613947
43.162 18.5863 35.0 269.077968969 -8.72443447897 10.5507886742
43.4954 18.5863 35.0 269.064694695 -8.94549636045 10.5677867074
43.8288 18.5863 35.0 268.987966967 -8.91246766551 10.5245724914
44.1622 18.5863 35.0 268.946588589 -8.81567362663 10.6157413699
44.4956 18.5863 35.0 269.07502002 -8.68076611442 10.4462518556
44.829 18.5863 35.0 269.152845846 -8.61262275265 10.3410817232
45.1624 18.5863 35.0 269.112019019 -8.66736624575 10.3524162279
45.4959 18.5863 35.0 269.025876877 -8.98447650631 10.4693562083
45.8293 18.5863 35.0 269.0006997 -8.89247777187 10.5468291565
46.1627 18.5863 35.0 269.071917918 -8.67993017385 10.5728128675
46.4961 18.5863 35.0 269.147434434 -8.63205113704 10.5767679584
46.8295 18.5863 35.0 269.147461461 -8.54283204741 10.5852011324
47.1629 18.5863 35.0 269.154449449 -8.29786801451 10.5213210827
47.4963 18.5863 35.0 269.074371371 -8.35410876657 10.5107514612
47.8298 18.5863 35.0 269.061064064 -8.438862202 10.555493173
48.1632 18.5863 35.0 269.105425425 -8.61746585349 10.516717901
48.4966 18.5863 35.0 269.191072072 -8.84830623841 10.5092551517
-47.5266 19.2844 35.0 272.275494494 -17.9987387379 12.9233817067
-47.1932 19.2844 35.0 272.444393393 -18.3174582124 12.6048008779
-46.8598 19.2844 35.0 272.503977978 -18.1620163814 12.4756710843
-46.5263 19.2844 35.0 272.367322322 -18.0129931301 12.3771492442
-46.1929 19.2844 35.0 272.18281982 -17.877710677 12.460195341
-45.8595 19.2844 35.0 272.148840841 -17.9439830541 12.4837155326
-45.5261 19.2844 35.0 272.321006006 -17.6969780037 12.4813630787
-45.1927 19.2844 35.0 272.152363363 -17.6613873624 12.4859676296
-44.8593 19.2844 35.0 272.094431431 -17.6175979944 12.4955375926
-44.5259 19.2844 35.0 271.830582583 -17.5841013703 12.5377424168
-44.1924 19.2844 35.0 271.844644645 -17.5260541913 12.6189652836
-43.859 19.2844 35.0 271.690219219 -17.5191776196 12.671205111
-43.5256 19.2844 35.0 271.703897898 -17.2867598494 12.6983907948
-43.1922 19.2844 35.0 271.548893894 -17.2009537628 12.686865477
-42.8588 19.2844 35.0 271.449175175 -17.2497162712 12.6732737077
-42.5254 19.2844 35.0 271.378864865 -17.1262351395 12.5706250347
-42.192 19.2844 35.0 271.325873874 -16.9687274127 12.520791048
-41.8586 19.2844 35.0 271.269945946 -16.8480322581 12.4994624785
-41.5251 19.2844 35.0 271.244411411 -16.7404093594 12.4742612553
-41.1917 19.2844 35.0 271.092798799 -16.7809607479 12.4389976588
-40.8583 19.2844 35.0 271.082897898 -16.7856818373 12.4518327037
-40.5249 19.2844 35.0 270.934458458 -16.4486706818 12.5400656476
-40.1915 19.2844 35.0 270.869284284 -16.4245493726 12.569589041
-39.8581 19.2844 35.0 270.941735736 -16.5270713386 12.6090384965
-39.5247 19.2844 35.0 270.916422422 -16.3427443619 12.6161862427
-39.1912 19.2844 35.0 270.946206206 -16.313568368 12.5718367027
-38.8578 19.2844 35.0 270.719332332 -16.3357808866 12.5175715764
-38.5244 19.2844 35.0 270.720913914 -16.3124362232 12.4766456857
-38.191 19.2844 35.0 270.704341341 -16.2487084743 12.513163176
-37.8576 19.2844 35.0 270.639188188 -16.1880766527 12.5391176175
-37.5242 19.2844 35.0 270.612104104 -15.9522133669 12.5917578078
-37.1908 19.2844 35.0 270.648650651 -15.7797118366 12.5873832597
-36.8573 19.2844 35.0 270.544478478 -15.6179100656 12.5402653732
-36.5239 19.2844 35.0 270.449247247 -15.3941354817 12.4161103948
-36.1905 19.2844 35.0 270.426864865 -15.4614003343 12.5031937288
-35.8571 19.2844 35.0 270.530381381 -15.3625554124 12.473033381
-35.5237 19.2844 35.0 270.391418418 -15.383824017 12.4497301246
-35.1903 19.2844 35.0 270.327800801 -15.2829243899 12.5261323527
-34.8569 19.2844 35.0 270.262481481 -15.0751794725 12.4993603417
-34.5234 19.2844 35.0 270.240998999 -15.044725018 12.4516812262
-34.19 19.2844 35.0 270.098540541 -15.1610628608 12.5301902553
-33.8566 19.2844 35.0 270.199245245 -15.0975995411 12.5796571942
-33.5232 19.2844 35.0 270.19073974 -15.1443452579 12.4927532873
-33.1898 19.2844 35.0 270.236016016 -14.9635344969 12.3328502158
-32.8564 19.2844 35.0 270.168071071 -14.7950489108 12.3180155971
-32.523 19.2844 35.0 270.037657658 -14.8369459997 12.3529224788
-32.1896 19.2844 35.0 270.136696697 -14.7277550881 12.3556086119
-31.8561 19.2844 35.0 270.134467467 -14.5421819528 12.3719390395
-31.5227 19.2844 35.0 270.015489489 -14.602493027 12.419621725
-31.1893 19.2844 35.0 269.794916917 -14.5262394918 12.4409231787
-30.8559 19.2844 35.0 269.909172172 -14.3620601552 12.441891874
-30.5225 19.2844 35.0 269.914653654 -14.2933926971 12.3289123646
-30.1891 19.2844 35.0 269.969376376 -14.1419524741 12.2841491862
-29.8557 19.2844 35.0 269.859387387 -14.0885238637 12.3527297827
-29.5222 19.2844 35.0 269.929974975 -14.2022952943 12.3792660964
-29.1888 19.2844 35.0 269.843191191 -14.218132655 12.2508155711
-28.8554 19.2844 35.0 269.885005005 -14.0733454112 12.2736720287
-28.522 19.2844 35.0 269.840005005 -13.9787842451 12.2526645869
-28.1886 19.2844 35.0 269.913675676 -13.7390127537 12.2737815726
-27.8552 19.2844 35.0 269.855605606 -13.6179244 12.186404418
-27.5218 19.2844 35.0 269.797005005 -13.6479229267 12.1700341986
-27.1883 19.2844 35.0 269.678651652 -13.7012342553 12.1230104329
-26.8549 19.2844 35.0 269.878168168 -13.7388038271 12.1033021827
-26.5215 19.2844 35.0 269.923946947 -13.7940661279 12.0948915345
-26.1881 19.2844 35.0 269.80839039 -13.5707153779 12.2037407948
-25.8547 19.2844 35.0 269.636883884 -13.2301849432 12.1452477407
-25.5213 19.2844 35.0 269.724091091 -13.2058406298 12.088753301
-25.1879 19.2844 35.0 269.774772773 -13.3725183137 12.15756722
-24.8544 19.2844 35.0 269.821455455 -13.4895122296 12.1915587264
-24.521 19.2844 35.0 269.794446446 -13.3466191246 12.1835145736
-24.1876 19.2844 35.0 269.793602603 -13.2381491068 12.1849862717
-23.8542 19.2844 35.0 269.731872873 -13.1892362261 12.0824553869
-23.5208 19.2844 35.0 269.780184184 -13.0068663913 12.0832259546
-23.1874 19.2844 35.0 269.659013013 -12.9100051879 12.0753120337
-22.854 19.2844 35.0 269.640654655 -12.8339195756 12.0884751506
-22.5206 19.2844 35.0 269.544475475 -12.9814044182 12.0613626396
-22.1871 19.2844 35.0 269.470094094 -13.0927702026 12.0363339279
-21.8537 19.2844 35.0 269.474 -13.0982385302 12.0157319599
-21.5203 19.2844 35.0 269.567383383 -12.9586768513 11.854950958
-21.1869 19.2844 35.0 269.615667668 -12.7566349986 11.9007167152
-20.8535 19.2844 35.0 269.603081081 -12.7318551332 11.9945134224
-20.5201 19.2844 35.0 269.626338338 -12.7242341156 11.9756784776
-20.1867 19.2844 35.0 269.526259259 -12.616239826 12.0240664474
-19.8532 19.2844 35.0 269.621255255 -12.3932474874 11.8955815197
-19.5198 19.2844 35.0 269.644382382 -12.4452969204 11.8942936006
-19.1864 19.2844 35.0 269.589343343 -12.4332019244 11.9301243194
